CODICE ESERCIZIO,tipo,provincia,comune,categoria,tipologia,denominazione,localita,frazione,indirizzo,cap,telefono,cellulare,fax,email,sito,n_camere,n_posti_letto,n_bagni,periodo_apertura,varie_centro_abitato,varie_zona_aereoporto,varie_zona_stazione_ff_ss,varie_in_campagna,varie_sul_mare,varie_sul_lago,varie_sul_fiume,varie_zona_imp_risalita,varie_interesse_storico,varie_villa,varie_castello,accessibile,ascensore,ristorante,ristorante_convenzionato,ristorante_vegetariano,tavola_calda,bar,giochi_bambini,sala_lettura,sala_tv,sala_tv_comune,parco_giardino,animali_domestici,servizio_congressi,servizio_congressi_min,servizio_congressi_max,accettazione_gruppi,accesso_mezzi_pubblici,accesso_mezzi_privati,parcheggio_non_custodito,garage,trasporto_clienti,pulizia_calzature,lavatura_stiratura,baby_sitting,altri_impianti_servizi,custodia_valori_cassaforte,custodia_val_cassetta_sicur,vasca_idromassaggio,doccia_idromassaggio,doccia_sauna,sauna_privata,palestra,impianti_termali,centro_benessere,spiaggia_riservata,discoteca,postazioni_internet,tv_satellitare,aria_condizionata,lingua_inglese,lingua_francese,lingua_spagnola,lingua_tedesca,altre_lingue,tennis,piscina_coperta,piscina_scoperta,golf,equitazione,vela,windsurf,sub,ricarica_bombole_sub,sci_nautico,sci_montano,ormeggio,altri_impianti_sportivi,american_express,carta_si,diners,eurocard_mastercard,jcb,visa,bancomat_pos,cirrus,maestro,altre_carte_credito
702,Alberghi,UDINE,ARTA TERME,3 Stelle ***,Casa principale,TRIESTE,-,AVOSACCO,"VIA CARDUCCI, 54",33022,0433 92061 - 92385,-,0433 929223,triestehotel@libero.it,,54,96,48,01.I - 31.XII,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,SI,SI,SI,NO,NO,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,SI,SI,SI,SI,SI,-
703,Alberghi,UDINE,ARTA TERME,3 Stelle ***,Casa principale,ALLA FONTE,-,-,"VIA NAZIONALE, 38",33022,0433 92105,338 8215328,0433 928807,prenota@hotelallafonte.com,http://www.hotelallafonte.com,30,90,33,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Eccellente,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,10,50,SI,SI,SI,SI,NO,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,SI,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOLEGGIO BICICLETTE,NO,NO,NO,SI,NO,SI,SI,NO,NO,-
705,Alberghi,UDINE,ARTA TERME,3 Stelle ***,Casa principale,SALON,-,PIANO D'ARTA,"VIA PERESSON, 70",33022,0433 92003,-,0433 929364,info@albergosalon.com,http://www.albergosalon.it,15,24,15,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,NO,0,0,SI,SI,NO,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,SI,NO,SI,SI,NO,NO,-
708,Alberghi,UDINE,ARTA TERME,3 Stelle ***,Casa principale,PARK OASI,-,PIANO D'ARTA,"VIALE DELLE TERME, 15",33022,0433 92048,328 4735825,0433 928930,hotelparkoasi@virgilio.it,http://www.albergoparkoasi.it,29,71,29,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,NO,0,0,SI,SI,SI,SI,SI,SI,NO,SI,NO,"SOLOARIUM,  ATTIVITA' AMBIENTALI",SI,NO,SI,SI,SI,NO,NO,SI,SI,NO,NO,NO,SI,NO,SI,NO,NO,SI,-,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,"ESCURSIONI GUIDATE, GINNASTICA DOLCE",SI,SI,NO,SI,NO,SI,SI,NO,SI,-
709,Alberghi,UDINE,ARTA TERME,3 Stelle ***,Casa principale,HOTEL GORTANI,-,-,"VIA UMBERTO I°, 43",33022,0433 928754,335 7860796,0433 929614,info@gortani.it,http://www.gortani.it,45,84,47,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,SI,SI,NO,SI,SI,NO,NO,SI,SI,SI,SI,200,200,SI,SI,SI,SI,NO,SI,NO,SI,SI,CENTRO BENESSERE,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,SI,SI,NO,NO,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CAMPO BOCCE,NO,NO,NO,SI,NO,SI,SI,NO,SI,-
710,Alberghi,UDINE,ARTA TERME,2 Stelle **,Casa principale,MIRAMONTI,-,-,"VIA UMBERTO I°, 22",33022,0433 92076,335 1619768,0433 927927,info@albergo-miramonti.it,http://www.albergo-miramonti.it,19,38,19,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,0,0,SI,NO,SI,SI,NO,SI,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,SI,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
711,Alberghi,UDINE,ARTA TERME,3 Stelle ***,Casa principale,GARDEL,-,PIANO D'ARTA,"VIA MARCONI, 6/8",33020,0433 92588,335 6771471,0433 92153,info@gardel.it,http://www.gardel.it,55,98,110,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,SI,NO,SI,SI,NO,SI,SI,SI,SI,SI,100,120,SI,SI,SI,SI,SI,NO,NO,SI,NO,-,SI,SI,SI,NO,NO,SI,SI,NO,SI,NO,NO,SI,SI,SI,SI,SI,NO,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CENTRO BENESSERE,SI,SI,NO,SI,NO,SI,SI,NO,SI,-
712,Alberghi,UDINE,AMARO,2 Stelle **,Casa principale,AL GAMBERO,RIO MAGGIORE,-,"VIA NAZIONALE, 1",33020,0433 94007,-,0433 94007,algambero@alice.it,,22,45,22,01.I - 31.XII,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,SI,NO,NO,NO,SI,NO,NO,SI,SI,SI,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,SI,NO,NO,-
713,Alberghi,UDINE,AMPEZZO,2 Stelle **,Casa principale,AL PURA,MAIFO',-,"STRADA ESTERNA CORSO, 7",33021,0433 811168,338 6895467,0433 811168,nillaros@libero.it,http://www.albergoalpura.it,13,23,11,01.I - 31.XII,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,Accessibile,NO,SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,SI,SI,SI,SI,SI,-
716,Alberghi,UDINE,AQUILEIA,3 Stelle ***,Casa principale,PATRIARCHI,-,-,"VIA GIULIA AUGUSTA, 12",33051,0431 919595,-,0431 919596,info@hotelpatriarchi.it,http://www.hotelpatriarchi.it,23,56,23,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,SI,SI,NO,0,0,SI,SI,SI,SI,NO,SI,NO,NO,NO,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
717,Alberghi,UDINE,ARTA TERME,3 Stelle ***,Casa principale,CELLA,-,-,"VIA UMBERTO I°, 50",33022,0433 92297,-,0433 927800,info@hotelcella.it,http://www.hotelcella.it,12,24,12,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,SI,SI,NO,SI,SI,NO,NO,0,0,SI,SI,SI,SI,NO,SI,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
718,Alberghi,UDINE,ARTA TERME,1 Stella *,Casa principale,AL COMUNE RUSTICO,ARTA TERME,-,"VIA FONTANA, 14",33022,0433 92218,-,0433 92218,info@alcomunerustico.it,http://www.alcomunerustico.it,20,31,20,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,SI,NO,SI,NO,SI,SI,NO,SI,NO,NO,0,0,SI,NO,NO,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,NO,NO,SI,SI,NO,SI,-
744,Alberghi,UDINE,CHIUSAFORTE,3 Stelle ***,Casa principale,SPORT HOTEL FORTE,-,SELLA NEVEA,"VIA FRIULI, 5",33010,335 6159502,335 6159502,-,nadir@foxytravel.it,http://www.sporthotelforte.com,118,379,118,"01.I - 15.V, 20.VI - 30.IX, 01.XII - 31.XII",SI,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,Non censito,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,0,0,SI,NO,SI,SI,SI,NO,NO,NO,NO,-,SI,NO,SI,NO,SI,NO,SI,NO,NO,NO,SI,NO,NO,NO,SI,NO,NO,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,SI,SI,NO,SI,-
946,Residenze turistico-alberghiere,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,GARNI' CARINZIA,SABBIADORO,-,"VIA CARINZIA, 40",33054,0431 720777 - 720778,-,0431 720779,info@garnicarinzia.it,http://www.garnicarinzia.it,27,79,27,01.V - 20.IX,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,NO,0,0,SI,NO,SI,SI,NO,NO,NO,NO,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,NO,SI,NO,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
947,Residenze turistico-alberghiere,TRIESTE,TRIESTE,3 Stelle ***,Casa principale,VILLA BOTTACIN,-,-,"VICOLO DEI ROVERI, 16",34126,040 350529,335 8768258,040 350529,info@villabottacin.com,http://www.villabottacin.com,18,25,18,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,Con difficoltà,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,SI,SI,NO,0,0,SI,NO,SI,SI,NO,NO,NO,SI,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,SI,SI,SI,SI,SI,-
948,Residenze turistico-alberghiere,PORDENONE,SPILIMBERGO,3 Stelle ***,Casa principale,CONSUL,-,-,"P.ZZA BORGOLUCIDO, 28",33097,0427 2322,-,0427 2322,info@albergoconsul.it,http://www.albergoconsul.it,13,24,13,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
949,Residenze turistico-alberghiere,PORDENONE,AVIANO,2 Stelle **,Casa principale,HOTEL RESIDENCE DESIREE,-,-,"VIA ROMA, 67",33081,0434 661070,-,0434 661070,,,8,19,8,01.I - 31.XII,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,0,0,NO,NO,SI,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,NO,-
950,Residenze turistico-alberghiere,TRIESTE,TRIESTE,3 Stelle ***,Casa principale,L'ALBERO NASCOSTO,-,-,"VIA F. VENEZIAN, 18",34124,040 300188,-,040 303733,info@alberonascosto.it,http://www.alberonascosto.it,10,22,10,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,Non accessibile,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,NO,SI,NO,0,0,SI,SI,SI,NO,SI,SI,NO,SI,SI,WI-FI INTERNET,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,SI,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,NO,SI,NO,SI,SI,SI,SI,-
952,Residenze turistico-alberghiere,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,ESPERYA,SABBIADORO,-,"VIA UDINE, 74",33054,0431 722066,-,0431 439400,info@hotelesperya.it,http://www.hotelesperya.it,42,122,26,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Eccellente,SI,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,0,0,SI,NO,SI,SI,SI,NO,NO,NO,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
953,Residenze turistico-alberghiere,UDINE,TRICESIMO,2 Stelle **,Casa principale,RESIDENCE BOSCHETTI,-,-,"PIAZZA MAZZINI, 10",33019,3492638991,-,-,info@ristoranteboschetti.com,http://www.ristoranteboschetti.com,10,20,10,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Con difficoltà,SI,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,0,0,NO,SI,SI,SI,NO,NO,NO,SI,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,NO,NO,-
954,Residenze turistico-alberghiere,PORDENONE,AVIANO,2 Stelle **,Casa principale,TOWER HOTEL RESIDENCE,-,-,"VIA GARIBALDI, 1/A",33081,0434 666611,-,0434 666610,towerhr@libero.it,,16,32,16,01.I - 31.XII,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,0,0,NO,NO,SI,SI,SI,NO,NO,NO,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,SI,SI,NO,SI,SI,NO,NO,-
956,Residenze turistico-alberghiere,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,HOLIDAY APARTHOTEL,SABBIADORO,-,"VIA LATISANA, 128",33054,0431 721583/4 - 335 7702156,-,0431 721585,info@hotelsoraya.it,http://www.apparthotelholiday.it,35,62,29,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Accessibile,SI,NO,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,0,0,SI,SI,SI,NO,NO,SI,NO,SI,NO,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
958,Residenze turistico-alberghiere,PORDENONE,AVIANO,2 Stelle **,Casa principale,RESIDENCE POSTA,-,-,"VIA STRETTA, 9",33081,0434 652976,-,0434 660000,residence.posta@libero.it,http://www.residencepostaaviano.it,25,26,25,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,SI,SI,0,0,SI,SI,SI,NO,SI,NO,NO,SI,SI,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,SI,SI,-
959,Residenze turistico-alberghiere,GORIZIA,GRADO,3 Stelle ***,Casa principale,RESIDENCE NAUTHOTEL,-,-,"RIVA G. DA VERAZZANO, 1",34073,0431 83500,-,0431 84122,nauthotel@portosanvito.it,http://www.portosanvito.it,46,124,53,01.IV - 30.IX,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Accessibile,NO,NO,SI,NO,NO,SI,NO,NO,NO,NO,SI,NO,NO,0,0,NO,NO,NO,NO,SI,NO,NO,NO,SI,-,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,SI,-,NO,NO,SI,NO,NO,SI,NO,NO,NO,NO,NO,SI,-,SI,SI,NO,NO,NO,NO,SI,NO,NO,-
960,Residenze turistico-alberghiere,GORIZIA,GRADO,3 Stelle ***,Casa principale,HOTEL RESIDENCE LE PALME,-,-,"VIALE DEL SOLE, 35",34073,0431 84844,-,0431 80086,info@hotellepalmegrado.it,http://www.hotellepalmegrado.it,17,25,17,29.IV - 29.IX,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,NO,NO,NO,SI,SI,NO,NO,NO,SI,SI,NO,0,0,SI,SI,SI,SI,SI,SI,NO,SI,SI,SERVIZIO INTERNET ASCIUGACAPELLI OGNI UNITA'  ABITATIVA,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
961,Residenze turistico-alberghiere,GORIZIA,CORMONS,3 Stelle ***,Casa principale,LA SUBIDA,-,-,"VIA SUBIDA, 52",34071,0481 60531,-,0481 61616,info@lasubida.it,http://www.lasubida.it,16,78,16,01.I - 31.XII,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,SI,NO,SI,SI,NO,NO,SI,SI,SI,5,30,NO,NO,SI,SI,NO,NO,NO,NO,NO,NOLEGGIO BICICLETTE  VESPA COLLIO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,SI,SLOVENO,SI,NO,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
962,Residenze turistico-alberghiere,UDINE,LIGNANO SABBIADORO,3 Stelle ***,Casa principale,ALBATROS,-,-,"VIA SABBIADORO, 1C",33054,0431 720172,-,0431 720450,info@albatrosaparthotel.it,http://www.albatroslignano.it,43,166,43,01.V - 22.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,SI,NO,NO,SI,SI,NO,NO,SI,SI,NO,NO,0,0,SI,NO,SI,SI,NO,NO,NO,NO,SI,ANIMAZIONE,SI,SI,NO,NO,NO,NO,SI,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,DANESE,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,"PALLAVOLO, TENNIS TAVOLO",NO,SI,NO,SI,NO,SI,SI,NO,SI,-
3161,Alberghi,UDINE,RESIA,1 Stella *,Casa principale,ALLE ALPI,PRATO,-,"VIA SAN GIORGIO, 2",33010,0433 553912,342 5219684,0433 553912,allealpi@gmail.com,,8,21,7,01.I - 31.XII,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,NO,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,SI,NO,0,0,NO,SI,SI,SI,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,SI,NO,NO,SI,RUMENO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,-
3200,Alberghi,TRIESTE,TRIESTE,1 Stella *,Casa principale,CAPITELLI,-,-,VIA DEI CAPITELLI 23 - VIA TRAUNER 1,34121,040 305947,-,040 305947,capitelli@hotelcapitelli.it,http://www.hotelcapitelli.it,10,24,10,01.I - 31.XII,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
3260,Alberghi,UDINE,LIGNANO SABBIADORO,4 Stelle ****,Casa principale,VILLA DOIMO,SABBIADORO,-,"PARCO SAN GIOVANNI BOSCO, 21",33054,0431 723097,-,0431 724029,hotel.villadoimo@doimohotels.it,http://www.doimohotels.it,32,85,32,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,NO,SI,SI,NO,NO,SI,NO,0,0,NO,NO,SI,NO,SI,SI,NO,SI,NO,-,SI,SI,SI,NO,NO,NO,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,-,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,NO,SI,SI,NO,SI,-
3281,Alberghi,UDINE,LIGNANO SABBIADORO,4 Stelle ****,Casa principale,REX,PINETA,-,"VIALE DELLE PALME, 45",33054,0431 427739,-,0431 420845,info@rex-hotel.net,http://www.rex-hotel.net,52,100,52,14.V - 25.IX,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,SI,SI,NO,NO,SI,SI,SI,NO,0,0,SI,NO,SI,SI,NO,SI,NO,SI,NO,PISCINA RISCALDATA CON IDROMASSAGGIO E GEYSE,SI,NO,NO,NO,NO,NO,SI,NO,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI,RUSSA,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,"BICICLETTE, MINI BICI PER BAMBINI",NO,SI,SI,SI,NO,SI,SI,SI,SI,-
3360,Alberghi,TRIESTE,TRIESTE,1 Stella *,Casa principale,VILLA NAZARETH,-,-,"VIA DELL'ISTRIA, 69",34100,040 771682,-,040 364599,info@villanazareth.com,http://www.villanazareth.com,17,42,16,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,SI,NO,0,0,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,NO,SI,-
3541,Residenze turistico-alberghiere,GORIZIA,GORIZIA,3 Stelle ***,Casa principale,PALAZZO UNIONE,-,-,"VIA GARIBALDI, 10",34170,0481 530677,347 4800714,0481 547533,info@palazzounione.it,,14,45,12,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non censito,SI,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,0,0,NO,NO,NO,SI,NO,NO,NO,SI,NO,-,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,NO,NO,NO,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,SI,SI,SI,SI,SI,SI,SI,SI,SI,-
3542,Alberghi,UDINE,UDINE,3 Stelle ***,Casa principale,ART HOTEL UDINE,PAPAROTTI,-,"VIA PAPAROTTI, 11",33100,O432 600061,-,0432 522432,info@arthoteludine.com,http://www.arthoteludine.com,38,70,38,01.I - 31.XII,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,Non accessibile,SI,NO,NO,NO,NO,SI,NO,NO,NO,SI,NO,SI,SI,10,60,SI,SI,SI,SI,NO,NO,NO,NO,NO,-,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,SI,SI,NO,SI,SI,SI,SI,-
3621,Residenze turistico-alberghiere,GORIZIA,GRADO,3 Stelle ***,Casa principale,APARTHOTEL TERME,-,-,"VIALE DEL SOLE, 25",34073,0431 877069,-,0431 877641,APARTHOTELTERME@GMAIL.COM,,8,16,8,01.I - 31.XII,SI,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,Non accessibile,NO,NO,NO,NO,NO,SI,NO,NO,NO,NO,NO,NO,NO,0,0,NO,SI,SI,SI,NO,NO,NO,NO,NO,SERVIZIO INTERNET,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,SI,SI,NO,SI,-,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,-,NO,SI,NO,SI,NO,SI,SI,SI,SI,-
